"reelId","batch","pillarCode","pillar","lensCode","lens","questionCode","question","lifecycle","evidenceStatus","driveVerification"
"1186","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1187","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1188","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1189","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1190","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1191","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1192","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1193","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1194","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1195","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1196","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1197","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1198","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1199","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1200","Batch_040","SLP","Sleep, recovery, and performance","L10","Ethical implication","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1201","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1202","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1203","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1204","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1205","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1206","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1207","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1208","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1209","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1210","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1211","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1212","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1213","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1214","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"1215","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"1216","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1217","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1218","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1219","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1220","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1221","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1222","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1223","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1224","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1225","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1226","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1227","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1228","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1229","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1230","Batch_041","EMO","Emotions and emotion regulation","L01","Core definition","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1231","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1232","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1233","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1234","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1235","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1236","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1237","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1238","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1239","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1240","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1241","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1242","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1243","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1244","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"1245","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"1246","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1247","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1248","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1249","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1250","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1251","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1252","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1253","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1254","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1255","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1256","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1257","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1258","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1259","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1260","Batch_042","EMO","Emotions and emotion regulation","L02","Common misconception","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1261","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1262","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1263","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1264","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1265","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1266","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1267","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1268","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1269","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1270","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1271","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1272","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1273","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1274","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"1275","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"1276","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1277","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1278","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1279","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1280","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1281","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1282","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1283","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1284","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1285","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1286","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1287","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1288","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1289","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1290","Batch_043","EMO","Emotions and emotion regulation","L03","Everyday observation","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1291","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1292","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1293","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1294","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1295","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1296","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1297","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1298","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1299","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1300","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1301","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1302","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1303","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1304","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"1305","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"1306","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1307","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1308","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1309","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1310","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1311","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1312","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1313","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1314","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1315","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1316","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1317","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1318","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1319","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1320","Batch_044","EMO","Emotions and emotion regulation","L04","Mechanism","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1321","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1322","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1323","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1324","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1325","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1326","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1327","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1328","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1329","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1330","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1331","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1332","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1333","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1334","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
"1335","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q15","कौन-सी वैकल्पिक व्याख्या संभव है?","planned","not_researched","not_uploaded"
"1336","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q16","छोटी सफलता क्यों मायने रखती है?","planned","not_researched","not_uploaded"
"1337","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q17","कौन-सी सीमा उपयोगी है?","planned","not_researched","not_uploaded"
"1338","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q18","क्या विशेषज्ञों में मतभेद है?","planned","not_researched","not_uploaded"
"1339","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q19","प्रौद्योगिकी इसे कैसे बदलती है?","planned","not_researched","not_uploaded"
"1340","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q20","नींद, तनाव, या पर्यावरण की भूमिका क्या है?","planned","not_researched","not_uploaded"
"1341","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q21","हम अपने अनुमान कैसे जाँच सकते हैं?","planned","not_researched","not_uploaded"
"1342","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q22","इसे नैतिक रूप से कैसे समझें?","planned","not_researched","not_uploaded"
"1343","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q23","यह पहचान और भूमिका से कैसे जुड़ता है?","planned","not_researched","not_uploaded"
"1344","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q24","कब सहायता लेना ठीक है?","planned","not_researched","not_uploaded"
"1345","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q25","इस परंपरा का दृष्टिकोण क्या है?","planned","not_researched","not_uploaded"
"1346","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q26","विज्ञान इससे क्या अलग कहता है?","planned","not_researched","not_uploaded"
"1347","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q27","क्या छोटा परिवर्तन व्यवहार्य है?","planned","not_researched","not_uploaded"
"1348","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q28","कौन-सा डेटा अभी गायब है?","planned","not_researched","not_uploaded"
"1349","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q29","इससे जिज्ञासा कैसे बढ़ती है?","planned","not_researched","not_uploaded"
"1350","Batch_045","EMO","Emotions and emotion regulation","L05","Evidence comparison","Q30","मुख्य सीख क्या है?","planned","not_researched","not_uploaded"
"1351","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q01","यह वास्तव में क्या है?","planned","not_researched","not_uploaded"
"1352","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q02","इसका सबसे आम भ्रम क्या है?","planned","not_researched","not_uploaded"
"1353","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q03","हम इसे रोज़मर्रा में कैसे पहचानते हैं?","planned","not_researched","not_uploaded"
"1354","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q04","इसके पीछे प्रस्तावित तंत्र क्या है?","planned","not_researched","not_uploaded"
"1355","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q05","कौन-सा प्रमाण सबसे मजबूत है?","planned","not_researched","not_uploaded"
"1356","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q06","किस बात पर शोध सहमत नहीं है?","planned","not_researched","not_uploaded"
"1357","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q07","कौन-सा छोटा, सुरक्षित अवलोकन किया जा सकता है?","planned","not_researched","not_uploaded"
"1358","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q08","यह आदत क्यों कठिन लगती है?","planned","not_researched","not_uploaded"
"1359","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q09","संदर्भ इसे कैसे बदलता है?","planned","not_researched","not_uploaded"
"1360","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q10","क्या यह कारण है या केवल संबंध?","planned","not_researched","not_uploaded"
"1361","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q11","भाषा इसे कैसे प्रभावित करती है?","planned","not_researched","not_uploaded"
"1362","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q12","समय के साथ यह कैसे बदलता है?","planned","not_researched","not_uploaded"
"1363","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q13","किस समूह पर निष्कर्ष लागू हुआ?","planned","not_researched","not_uploaded"
"1364","Batch_046","EMO","Emotions and emotion regulation","L06","Practical experiment","Q14","नापने में कठिनाई क्या है?","planned","not_researched","not_uploaded"
